,date,ndate,instrument,sname,hymc,forecast,forecasttype,increasel,increaset,zfpx,changereasondscrpt,forecastcontent
223,2020-03-31,2020-04-09,300148.SZA,天舟文化,文化传媒,reduction,预减,-75.71,-66.37,-71.04,"报告期内,营业收入和归属于上市公司股东的净利润同比下降,主要系:1)受新冠疫情影响,公司新游戏的研发、推广受到影响,上线时间推迟,同时部分老游戏收入同比下降;学校开学延期,对公司图书发行业务产生一定影响;2)报告期内确认的股份支付费用同比增加约600万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:1,300万元至1,800万元,同比上年下降:66.37%至75.71%。"
224,2020-03-31,2020-04-09,300145.SZA,中金环境,机械行业,reduction,首亏,-143.92,-138.43,-141.175,"2020年第一季度因受新型冠状病毒肺炎疫情影响,虽公司及各分子公司于2月上旬起陆续开始复工,但受到上下游供应商及客户复工推迟、人员及物流受阻等影响,一季度收入规模同比下降幅度较大,业绩出现亏损。随着3月以来各板块复工复产工作顺利推进,公司生产经营恢复正常,业绩也将逐步提升。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,500万元至4,000万元。"
225,2020-03-31,2020-04-09,300155.SZA,安居宝,安防设备,reduction,预减,-100.0,-73.7,-86.85,"公司一季度业绩同比下降73.7%-100%,主要原因是受“新冠肺炎”疫情影响,客户复工复产时间延迟,导致公司第一季度业绩出现下降。2020年1-3月,公司非经常性损益预计约为100万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:0万元至150万元,同比上年下降:73.7%至100%。"
226,2020-03-31,2020-04-09,300089.SZA,文化长城,玻璃陶瓷,reduction,首亏,-260.86,-193.84,-227.35,"1、本报告期业绩变动主要原因为:(1)本报告期未包含北京翡翠教育科技集团有限公司、广东联汛教育科技有限公司净利润;(2)受新型冠状病毒肺炎疫情影响,一季度收入和净利润大幅下降。2、公司预计本季度非经常性收益约为20-30万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:700万元至1,200万元。"
227,2020-03-31,2020-04-09,300086.SZA,康芝药业,医药制造,reduction,首亏,-153.46,-135.03,-144.245,"公司预测2020年第一季度的净利润为亏损,与上年同期相比有所下降。预计其主要原因为:受新冠肺炎疫情影响,公司虽尽力发展与疫情防疫物资相关业务收入,但2020年第一季度营业收入较上年度同期相比仍有所下降。","预计2020年1-3月归属于上市公司股东的净利润亏损:950万元至1,450万元,同比上年下降:135.03%至153.46%。"
228,2020-03-31,2020-04-09,300078.SZA,思创医惠,电子信息,reduction,略减,-40.0,-10.0,-25.0,"2020年第一季度面对新冠肺炎疫情的影响,公司上下齐心协力,克服困难,及时调整经营措施和安排,力争把疫情对公司经营的冲击降到最低限度。经努力,报告期内公司整体经营保持稳定,预计一季度公司营业总收入同比增长约5%-7%。但是由于公司商业智能业务板块受疫情影响产生亏损,另外报告期内公司需摊销股权激励费用约473万元(上年同期为0元),导致公司一季度营业收入同比增长的同时,净利润同比下降(若将同比增加的473万元股权激励费用简单还原计算,则一季度净利润约为2,200.81万元至3,064.72万元,同比增长约-23.57%至6.43%)。报告期内,公司智慧医疗业务克服了疫情期间公司及行业上下游复工延迟及项目建设延后的影响,业绩保持持续同比增长。从订单来看,2月份因项目招投标推迟智慧医疗业务订单受到阶段性影响,但是进入3月份以后订单已开始快速恢复性增长。公司将紧紧抓住疫情给医疗信息化行业带来的良好发展机遇,继续提升公司基于临床数据的智能开放平台、物联网共性开放平台、人工智能平台等三大平台,在拓展电子病历评级、互联互通评级以及智慧医院评级的市场份额的同时,进一步将公司的客户基础、技术创新及产品化能力优势向医共体建设等领域延伸,努力实现公司的各项发展目标。2020年1-3月,预计公司非经常性损益对净利润的影响金额约600万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:1,727.81万元至2,591.72万元,同比上年下降:10%至40%。"
229,2020-03-31,2020-04-09,300081.SZA,恒信东方,电子信息,reduction,首亏,-193.39,-171.84,-182.615,"报告期内,受新型冠状病毒肺炎疫情影响,公司儿童产业链运营类业务收入较去年同期大幅减少;公司及公司上下游企业春节后复工延迟,CG/VR制作类业务的承接、结算节奏放缓;公司“合家欢”系列产品在幼儿园端的投放及VR场地业务受到冲击,对当期收入影响较大。以上主要因素使公司报告期收入规模缩减,经营性业绩亏损。报告期内,公司非经常性损益对净利润的影响金额约为2,500万元。目前公司已经全面复工,并积极采取各种举措应对市场环境变化,有计划有重点的推进各项业务的研发及创新,拓展市场渠道。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,000万元至1,300万元。"
230,2020-03-31,2020-04-09,300325.SZA,德威新材,材料行业,unknown,续亏,-14.17,0.85,-6.66,"1、报告期内,受新型冠状病毒肺炎疫情影响,公司产品销售收入下降,从而导致公司本报告期净利润较去年同期有所下滑。2、预计报告期内公司非经常性损益对当期净利润的影响约为921.27万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,300万元至3,800万元。"
231,2020-03-31,2020-04-09,300061.SZA,旗天科技,文化传媒,reduction,首亏,-157.87,-149.1,-153.485,"2020年第一季度,由于受新冠肺炎疫情影响,公司及部分客户延迟复工,市场拓展受阻,营业收入同比有一定程度下降。公司积极采取多种措施统筹推进疫情防控和经营工作有序开展。报告期内,非经常损益对净利润的影响金额预计为731万元左右,上年同期为2,275.48万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,800万元至3,300万元。"
232,2020-03-31,2020-04-09,300096.SZA,易联众,软件服务,reduction,增亏,-140.07,-116.06,-128.065,"1、公司受新冠疫情影响,部分项目招标计划推迟和项目实施延后,影响项目完成进度,因此2020年1-3月公司营业收入较上年同期相比有所下降,同时由于公司业务规模扩大人员增加,导致管理费用较上年同期有较大幅度增长,因此2020年1-3月归属于上市公司股东的净利润亏损金额比上年同期大幅增加。2、公司2020年第一季度非经常性损益对净利润的影响金额约为500万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:4,500万元至5,000万元。"
233,2020-03-31,2020-04-09,300050.SZA,世纪鼎利,通讯行业,reduction,首亏,-153.41,-120.03,-136.72,"1、报告期内,由于公司实施了2019年限制性股票激励计划,计提了股份支付费用1,233万元。2、报告期内,受疫情影响,公司的职业教育装备业务未能正常开展,教育业务收入下降明显。3、报告期内,预计非经常性损益对公司净利润的影响金额约为300万元。",预计2020年1-3月归属于上市公司股东的净利润亏损:300万元至800万元。
234,2020-03-31,2020-04-09,300046.SZA,台基股份,电子元件,reduction,首亏,-104.34,-100.0,-102.17,"1、2020年第一季度,湖北地区受到新冠肺炎疫情严重影响,公司停工近2个月,导致产销量、收入和净利润同比大幅下降,同时泛文化业务受大环境和疫情影响,一季度利润出现亏损。2、2020年3月下旬以来,公司全面复工,加班加点,生产经营走上正轨,半导体产销恢复正常。3、预计本报告期非经常性损益对净利润的影响金额约109万元。",预计2020年1-3月归属于上市公司股东的净利润亏损:0万元至100万元。
235,2020-03-31,2020-04-09,300055.SZA,万邦达,环保工程,reduction,略减,-48.07,-40.65,-44.36,"本报告期内非经常性损益约为1.14万元,主要系以前年度收到的政府补助本期结转,对净利润影响较小。本报告期内归属于上市公司股东的净利润预计较上年同期下降40.65%-48.07%,主要原因如下:1、本报告期内,受疫情影响,全资子公司吉林省固体废物处理有限责任公司外省转运业务受限,省内客户产废量下降,导致固废业务收益较上年同期有所减少;工程类项目复工复产受到疫情一定程度影响,且回款大幅减少,导致收益较上年同期有所下降;2、2019年,公司出售了全资子公司昊天节能装备有限责任公司(以下简称“昊天节能”)100%股权,本报告期,昊天节能不再纳入公司合并报表范围,导致收益较上年同期有所下降;3、上年同期确认了瑞堃(上海)股权投资基金合伙企业(有限合伙)的投资收益,本报告期无相关收益,导致本报告期收益较上年同期有所下降。","预计2020年1-3月归属于上市公司股东的净利润盈利:3,500万元至4,000万元,同比上年下降:40.65%至48.07%。"
236,2020-03-31,2020-04-09,300080.SZA,易成新能,材料行业,reduction,预减,-96.77,-95.81,-96.29,"报告期内,受国内外新冠肺炎疫情等不可抗力因素影响,公司的物料采购、生产经营和产品销售等工作都受到了一定程度的影响,2020年第一季度营业收入较上年同期下降幅度较大,导致本期归属于上市公司股东的净利润与上年同期相比下降。","预计2020年1-3月归属于上市公司股东的净利润盈利:1,000万元至1,300万元,同比上年下降:95.81%至96.77%。"
237,2020-03-31,2020-04-09,300043.SZA,星辉娱乐,文教休闲,reduction,预减,-60.0,-30.0,-45.0,"1.报告期内公司净利润同比下降,主要原因包括:俱乐部在冬季转会市场投入加大;同时,由于新冠肺炎疫情的影响,导致公司体育业务收入及玩具业务收入较上年同期减少。2.游戏板块方面,报告期内游戏业务的收入增长,对公司本期净利润产生了积极的影响。3.公司预计本报告期非经常性损益约为77.83万元,上年同期金额为100.12万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:1,305.62万元至2,284.84万元,同比上年下降:30%至60%。"
238,2020-03-31,2020-04-09,300247.SZA,融捷健康,机械行业,unknown,减亏,3.98,28.53,16.255,"1、报告期内受新冠疫情影响,收入较去年同期有较大程度下滑。2、2019年度公司转让了部分亏损子公司的股权,故一季度亏损比上年同期有所减少。3、本报告期内预计非经常性损益对净利润的影响金额约为10万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,455.24万元至1,955.24万元,同比上年增长:3.98%至28.53%。"
239,2020-03-31,2020-04-09,300106.SZA,西部牧业,农牧饲渔,reduction,首亏,-597.8,-265.93,-431.865,"报告期内,归属于上市公司股东净利润较上年同期亏损,主要原因为:1、公司全资子公司新疆西牧乳业有限责任公司在2020年第一季度因受疫情影响,集中生产较大数量大包全脂乳粉,且液态奶等代工产品产量同比下降,无法释放产能,导致营业收入下降形成亏损,对公司2020年第一季度经营业绩产生影响。2、公司全资子公司新疆泉牲牧业有限责任公司因受到原材料涨价的因素影响,2020年第一季度实现利润较上年同期有所下降。3、公司控股子公司新疆石河子花园乳业有限公司在稳定疆内市场的情况下不断开拓疆外市场,加大疆外市场销售力度,并根据各地域不同消费状况,开发能够适应市场发展的产品,细分利润型、销量型产品,在产品策略方面提升企业差异化竞争能力,2020年第一季度实现利润较上年同期大幅提升。4、报告期内,公司预计2020年第一季度非经常性损益对净利润的影响金额约为-60万元左右。",预计2020年1-3月归属于上市公司股东的净利润亏损:200万元至600万元。
240,2020-03-31,2020-04-09,300125.SZA,聆达股份,电力行业,reduction,首亏,-141.05,-120.52,-130.785,"报告期内,公司预计归属于上市公司股东的净利润同比下降,主要变动原因为:余热发电业务持续下滑,收益同比下降。目前,公司处于业务转型期,同时受疫情影响,对新业务实施造成一定程度的延迟,新业务对业绩贡献需要时间。",预计2020年1-3月归属于上市公司股东的净利润亏损:50万元至100万元。
241,2020-03-31,2020-04-09,300156.SZA,神雾退,环保工程,reduction,增亏,-53.02,-42.53,-47.775,"1、本报告期业绩预计亏损6,790-7,290万元,亏损幅度较上年同期有所增加。主要受公司资金紧张及疫情等综合因素影响,项目暂未开工,贡献收入有限,导致本期亏损;另外本报告期内因对外担保计提预计负债等事项,导致本报告期亏损幅度预计较上年同期有所增加。2、报告期内,预计非经常性损益对净利润的影响金额约为-3,044万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:6,790万元至7,290万元。"
242,2020-03-31,2020-04-09,300377.SZA,赢时胜,软件服务,reduction,首亏,-214.32,-195.26,-204.79,"1、为提高金融服务实体经济的能力水平、提升风险防控能力、适应我国金融业的进一步对外开放、促进金融业高质量发展,金融机构对金融科技投入持续增加,对金融信息化基础设施需求仍然强劲。近年来,公司持续加大对新一代信息技术的研发投入,促进公司产品服务领域广度延伸的新产品开发,较好地契合了行业发展趋势和客户需求。报告期内,在公司营销活动受到新型冠状病毒肺炎疫情影响的情况下,公司与客户签订的合同订单与去年同期相比仍然持续增长,但是由于受疫情影响,全国各地实施了严格的疫情防控措施,人员流动受阻,复工受限,公司及客户现场办公受限,不同程度地影响了合同项目的实施进度和项目验收进度,从而影响合同收入的确认,因此,公司一季度的主营业务收入较上年同期下降。同时,由于公司研发投入的增加,公司人力成本等成本费用较上年同期上升。报告期内,归属于上市公司股东的净利润为亏损。2、预计公司报告期内非经常性损益对净利润的影响金额约为230万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,500万元至3,000万元。"
243,2020-03-31,2020-04-09,300376.SZA,易事特,输配电气,reduction,略减,-35.0,-5.0,-20.0,"报告期内,公司受新型冠状病毒肺炎疫情影响复工时间延迟,虽复工后公司加紧排产满足客户交期,但由于大部分供应商复工延缓、物料供应迟滞和物流受阻等原因,使公司一季度营业收入有一定下滑;加之疫情防控及其它费用攀升,融资成本上升致本期财务费用有所增长,导致归属于上市公司股东的净利润较上年同期相应下降。同时,随着“新基建”建设、5G商用稳步推进的良好发展机遇,有望形成制造业新一轮高速发展周期,公司各部门及营销中心克服不利因素影响,在公司从事的高端电源装备、数据中心、5G供电、充电桩、轨道交通,储能等优势业务上加大产品研发投入和市场拓展力度,深入参与到大行业、大项目的新产品预研、方案设计当中,提升公司对项目的掌控和参与程度,为下一季度及后续的业绩实现打下基础。预计公司2020年第一季度非经常性损益金额约为600万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:5,760.87万元至8,419.74万元,同比上年下降:5%至35%。"
244,2020-03-31,2020-04-09,300134.SZA,大富科技,通讯行业,reduction,首亏,-140.36,-117.94,-129.15,"报告期内,受新型冠状病毒肺炎疫情影响,公司上下游企业复工普遍延迟,行业需求尚未全面释放。虽公司及各分子机构积极响应政府号召,做好疫情防控并有序地进行复工复产,但因人员、原材料、物流受阻等影响,公司生产与销售未达预期,一季度收入规模同比下降。由于销售下滑带来公司产能利用率不足导致产品成本增加,以及疫情防控所带来的突发费用成本上升,直接影响公司当期利润。",预计2020年1-3月归属于上市公司股东的净利润亏损:400万元至900万元。
245,2020-03-31,2020-04-09,300176.SZA,派生科技,汽车行业,reduction,首亏,-334.53,-283.55,-309.04,"报告期内,全球受新型冠状病毒影响,汽车行业产销出现大幅下滑,汽车行业及相关上下游产业链整体复工延迟,对公司生产经营造成一定的不利影响。同时,由于受中美贸易战的影响,公司主营业务收入与上年同期相比有所下降,铝合金精密压铸业务部分产品出口关税增加。受前述主要因素影响,公司2020年第一季度产生亏损。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,800万元至2,300万元。"
246,2020-03-31,2020-04-09,300182.SZA,捷成股份,软件服务,reduction,预减,-69.34,-66.42,-67.88,"1、受新冠肺炎疫情的影响,公司新媒体版权运营和音视频技术服务等业务受到严重影响,包括复工推迟、项目实施及验收延期等一系列问题,从而对本期经营业绩产生不利影响,具体因素包括:(1)院线影片延期上映导致公司部分电影新媒体版权发行项目推迟公司影视剧新媒体版权运营业务中,当期上映的院线电影及同步剧集的新媒体版权的发行收入占营收及利润比重较高,另一部分则来自于片库影片的全媒体发行。受疫情影响,第一季度全国院线关闭,致使我司无法就已采当期电影版权的新媒体发行,进而直接影响我司当期营业收入及后续现金流回款。(2)复工推迟导致音视频技术项目实施或验收推迟2019年年末,公司先后中标的多个超高清视频项目及其他音视频技术项目因疫情影响,无法在春节后按原计划进场实施建设,部分项目验收也受到疫情影响而推迟,虽然部分项目实施、技术交流、商务合作等工作已于近期陆续恢复,但仍给公司一季度业绩带来极大影响。2、报告期内,公司非经常性损益对净利润的影响金额约770万元左右。","预计2020年1-3月归属于上市公司股东的净利润盈利:4,200万元至4,600万元,同比上年下降:66.42%至69.34%。"
247,2020-03-31,2020-04-09,300180.SZA,华峰超纤,塑胶制品,reduction,预减,-90.0,-60.0,-75.0,"2020年第一季度,超纤产品下游复工状况并不理想,部分客户要求延迟发货,加之物流受限,订单交付缓慢,总体来看,2020年第一季度发货量低于预期。原油价格大幅下跌,公司正常库存的原材料和中间品价值下降,需要消化高位库存,也对一季度利润造成了影响。威富通服务的商户交易量主要发生在线下,零售、餐饮、娱乐等领域第一季度大部分时间处于停滞状态,威富通的收入也出现了较大幅度的下降,影响了净利润。随着上述领域经营的有序恢复,威富通3月份的收入水平迅速恢复到了正常月份的70%,逐步向好。","预计2020年1-3月归属于上市公司股东的净利润盈利:793.08万元至3,172.33万元,同比上年下降:60%至90%。"
248,2020-03-31,2020-04-09,300170.SZA,汉得信息,软件服务,reduction,预减,-83.29,-80.25,-81.77,"1、2020年第一季度,受外部经济环境以及企业级IT服务市场变化的影响,来自ERP领域的需求出现了放缓的迹象,但围绕ERP外围的IT需求呈现较为显著的增加,ERP加公司自主产品的多系统联合实施项目的商机明显增多,为应对宏观经济形势和市场需求的变化,公司在报告期内继续加大对自主产品的研发和实施,并进行了人员结构的优化和内部资源的调配,从而对本报告期业绩造成了一定的拖累;另外,公司历年来主营收入中来自于老客户的占比较高,高质量、粘性强的老客户群体是公司在疫情期间保持业务正常运作的基础,同时公司也采取了各种措施来保证及时复工复产,推进日常业务的开展,但部分地区的出行管制对复工效率仍造成了一定影响。因此,报告期内归属于上市公司股东的净利润同比下降。2、报告期内非经常性损益约为1050万元(已扣除所得税影响),去年同期为829.23万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:1,100万元至1,300万元,同比上年下降:80.25%至83.29%。"
249,2020-03-31,2020-04-09,300157.SZA,恒泰艾普,石油行业,reduction,首亏,-1030.45,-931.47,-980.96,"2020年第一季度预计归属于上市公司股东的净利润为亏损4,200-4,700万元,主要是报告期受新型冠状病毒感染肺炎疫情影响,全国各地实施严格的疫情防控措施,企业复工时间延迟,物流、人员流动受限,公司业务拓展受到阻碍,生产无法正常进行,导致公司营收下降、利润减少。2020年第一季度,预计公司实现非经常性损益约110万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:4,200万元至4,700万元。"
250,2020-03-31,2020-04-09,300722.SZA,新余国科,航天航空,reduction,预减,-100.0,-95.0,-97.5,"1.报告期内,受新型冠状病毒肺炎疫情影响,公司生产经营受到较大影响,员工返岗、物流等受到限制,订单或交货时间延后,报告期内公司的销售收入较上年同期下降明显,给公司一季度经营业绩造成较大影响。2.报告期内,公司预计非经常性损益比去年同期减少约87万元,主要系为抗击新冠肺炎疫情公司捐赠40万元及计入当期损益的政府补助同比有所减少。3.报告期内,公司预计非经常性损益对净利润的影响金额约为18万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:0万元至29.4万元,同比上年下降:95%至100%。"
251,2020-03-31,2020-04-09,300688.SZA,创业黑马,文化传媒,reduction,首亏,-144.55,-129.7,-137.125,"报告期内,受新冠肺炎疫情影响,公司培训辅导服务线下业务交付推迟,导致主营业务收入下降。虽然公司线下业务受到影响,但公司线上业务建设及开展在本报告期内取得较大进展。首先,公司从原有线下课程拓展至线上课程,以此为契机,未来公司的企业培训业务将全面推动在线化升级,进一步强化公司在线教育与在线企业服务的能力。其次,公司持续丰富自身在线业务端的产品与服务。比如,黑马会员、公益直播课、黑马商圈、线上招商大会等多种在线服务。截至报告期末公司线上课程学员累计超10万人,线上产品付费用户累计超1.5万个,本期内新增线上付费用户数超2,000个。另外,本期公司继续大力推进运营的在线化建设,在疫情下实现在线办公,服务及运营能效提升效果显著。报告期内,公司非经常性损益约为-35万元,主要为抗击疫情公司对外捐款。",预计2020年1-3月归属于上市公司股东的净利润亏损:300万元至450万元。
252,2020-03-31,2020-04-09,300745.SZA,欣锐科技,汽车行业,reduction,首亏,-191.55,-162.74,-177.145,"1、报告期内,因受新型冠状病毒疫情影响,新能源汽车行业的产销出现大幅下滑,上下游产业链复工延迟,对公司的生产经营造成一定的负面影响,公司主营业务收入下降明显,归属于上市公司股东的净利润出现亏损。2、公司在做好疫情防控的前提下,采取多种措施保障经营工作的有序开展,努力降低疫情对公司的不利影响。","预计2020年1-3月归属于上市公司股东的净利润亏损:980万元至1,430万元。"
253,2020-03-31,2020-04-09,300523.SZA,辰安科技,软件服务,reduction,首亏,-1047.39,-1023.59,-1035.49,"1、报告期内,公司经营情况总体稳定,继续加强管理,大力推动已签项目的实施工作,营业收入预计较上年同期增长超过50%。同时,受新型冠状病毒肺炎疫情影响,各级用户新项目的落地工作相对放缓,公司第一季度新签订单有所减少,而相关成本费用较去年同期有所上升,且公司受客户结构、合同类型、业务季节性影响,近年来营业利润普遍存在各季度分布不均衡、前低后高的特点。综上因素,报告期内归属于上市公司股东的净利润有所下降。疫情期间,公司积极履行社会责任,协助推动国家疫情防控及复工复产工作。随着疫情的逐步有效缓解,公司正在进一步加强各项业务的市场开拓及项目实施、回款工作,积极落实经营计划和目标。2、报告期内,公司预计非经常性损益对归属于上市公司股东净利润的影响金额约为172万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,940万元至1,990万元。"
254,2020-03-31,2020-04-09,300448.SZA,浩云科技,软件服务,reduction,首亏,-525.58,-477.22,-501.4,"报告期内,爆发的新型冠状病毒疫情给公司一季度的业务带来较大的影响。公司收入确认需要现场验收后确认,项目的实施也需到达现场实施,因为各地社区封闭、交通管制、人员流动受限,导致公司项目无法现场实施;同时,已完工项目无法正常进行验收,款项结算进度放缓。前述原因对公司一季度经营造成一定影响,相关项目在一季度的实施和结算将顺延至后续季度进行,目前公司在手订单正常。此外,公司的生产经营具有明显的季节性特点,公司的经营业绩及结算回款主要集中于下半年体现。随着国内疫情的缓解,当前公司相关业务已基本恢复正常,公司相关收入、效益将逐步体现。2020年1月-3月,公司预计非经常性损益对净利润的影响金额约为52万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,900万元至4,400万元。"
255,2020-03-31,2020-04-09,300407.SZA,凯发电气,仪器仪表,reduction,增亏,-31.65,-18.15,-24.9,"1、公司境内外业务因受所在行业特点、气候和传统节日等因素影响,每年第一季度收入规模均相对较小,且占全年收入的比例较低,而费用在全年均匀发生,造成公司第一季度通常处于亏损状态。2、受“新型冠状病毒肺炎”疫情影响,公司下游轨道交通工程项目年后复工有所延期,造成公司一季度营业收入较去年同期相比有所下降。3、预计2020年一季度的非经常性损益金额约为200万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,500万元至3,900万元。"
256,2020-03-31,2020-04-09,300429.SZA,强力新材,化工行业,reduction,略减,-25.0,-15.0,-20.0,"本次预告较上年同期业绩有所下降,其中预计非经常性损益对净利润的影响为200万元至400万元。业绩下降主要原因是:(1)因市场竞争环境影响,导致其他用途光引发剂业绩同期下降;(2)公司研发费用较去年同期增长。","预计2020年1-3月归属于上市公司股东的净利润盈利:2,477万元至2,808万元,同比上年下降:15%至25%。"
257,2020-03-31,2020-04-09,300469.SZA,信息发展,软件服务,reduction,增亏,-82.38,-51.78,-67.08,"1、由于受新冠肺炎疫情的影响,全国多地实施了严格的疫情防控措施,公共交通、人员流动受阻,大量客户延期复工导致公司主营业务涉及的项目招投标、项目实施等均处于停滞状态。报告期内实际有效工作日不足上年同期的一半,导致一季度业绩受到明显影响。2、公司业绩具有明显的季节性特征,上年同期业绩亦为亏损,投资者不宜以本业绩预告期间的净利润情况推测公司全年净利润情况。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,480万元至2,980万元。"
258,2020-03-31,2020-04-09,300424.SZA,航新科技,航天航空,reduction,预减,-60.0,-30.0,-45.0,"1.报告期内,设备研制与保障业务情况良好,对公司报告期内净利润产生积极影响;2.境外子公司的新业务尚处于投入期,收入有增长但未实现盈利,对公司的生产经营造成一定的负面影响;3.报告期内,公司非经常性损益对净利润的影响额约为150.74万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:12.04万元至21.07万元,同比上年下降:30%至60%。"
259,2020-03-31,2020-04-09,300471.SZA,厚普股份,机械行业,reduction,增亏,-223.37,-180.82,-202.095,"1、本次业绩预告归属于上市公司股东的净利润为负数,主要原因如下:报告期内,受国内新型冠状病毒肺炎疫情影响,公司供应商、承运商和客户开工时间普遍推迟,导致公司销售项目的原材料采购、发货、安装、调试进度均受到了极大影响;同时,考虑到员工和社区安全,经所在地政府相关部门同意,公司延迟至2020年3月上旬才得以正式复工,因此,公司一季度销售收入较少,导致对公司经营业绩造成了较大影响。复工复产后,公司在做好疫情防控的前提下,积极恢复生产,目前已处于正常运营状态,随着国内疫情逐步得到控制,公司力争将其对生产经营的影响降至最低。2、2020年第一季度,公司预计非经常性损益对归属于上市公司股东净利润的影响金额约为134万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,300万元至3,800万元。"
260,2020-03-31,2020-04-09,300489.SZA,中飞股份,金属制品,unknown,减亏,19.06,66.67,42.865,"董事会关于报告期内业绩发生变动的原因说明如下:1.报告期内,公司贸易类产品销售订单收入有所增加,导致营业收入较去年同期增长30%左右;2.报告期内,公司经过产品结构的优化调整以及产能释放,综合毛利率较去年同期增长超过两个百分点,导致营业利润较去年同期有所增加;3.受新冠肺炎疫情影响,公司第一季度研发业务开展受阻,相关费用有所下降,导致归属于上市公司股东的净利润较去年同期有所增加;4.报告期内,预计非经常性损益对公司净利润的影响金额约为86万元。",预计2020年1-3月归属于上市公司股东的净利润亏损:350万元至850万元。
261,2020-03-31,2020-04-09,300478.SZA,杭州高新,塑胶制品,reduction,首亏,-643.0,-473.31,-558.155,"1、受新冠疫情影响,公司一季度营业收入同比下滑,业绩出现亏损。2、公司产品主要原材料来自于石油衍生化工产品,受国际石油市场及塑料期货市场价格的影响,出于谨慎性原则,公司计提了相应的存货跌价准备。3、公司预计非经常性损益对净利润影响额度约为5万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,100万元至1,600万元。"
262,2020-03-31,2020-04-09,300490.SZA,华自科技,输配电气,reduction,首亏,-504.39,-369.59,-436.99,"受新型冠状病毒肺炎疫情影响,公司及行业上、下游单位复工复产时间延迟,公司无法入场工作,影响项目完成进度,从而对本期经营业绩产生一定不利影响。当前公司生产经营已逐步恢复正常,后续将在做好疫情防控的前提下,积极采取多种措施保障经营工作的有序开展,持续加强与客户沟通,推进项目实施进度,尽力降低因疫情对公司产生的不利影响。报告期内,归属于上市公司股东的非经常性损益对净利润的影响金额约41万元,主要系收到的政府补助。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,000万元至1,500万元。"
263,2020-03-31,2020-04-09,300806.SZA,斯迪克,材料行业,reduction,增亏,-21.36,-9.08,-15.22,"1、本公司产品在消费电子行业应用量较大,下游消费电子行业的季节性明显,本公司的销售收入也呈现季节性波动,第一季度是下游消费电子厂商的开工淡季,本公司第一季度的销售收入通常较低并呈现亏损,随第二季度和下半年销售旺季的到来,销售收入和净利润通常会有明显的增加。2、2020年1月份以来新冠疫情及防控措施对本公司的生产和经营造成一定的暂时性影响,本期销售收入预计下降约1%。得益于财务结构的优化,本期财务费用同比下降幅度较大,预计本期扣非后净亏损同比减少约450万元。3、本公司积极投身疫情防控工作,分别于2020年1月27日和2月21日,向中国红十字总会捐款200万元人民币和向湖北黄石捐献本公司首批自产的医用隔离面罩,用于抗击此次新型冠状病毒肺炎疫情,切实履行上市本公司社会责任。另外,本期收到的与收益相关的政府补贴比上年同期有所下降。综合以上因素,预计本期非经常性损益减少约700万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:1,600万元至1,780万元。"
264,2020-03-31,2020-04-09,300522.SZA,世名科技,化工行业,reduction,略减,-40.0,-20.0,-30.0,"1、报告期,受新型冠状病毒感染的肺炎疫情影响,全国各地实施严格的疫情防控措施,公司及上下游企业复工时间普遍延迟,物流及人员流动也受限,公司各业务板块订单需求减少,部分订单延后,导致公司第一季度经营业绩较上年同期出现一定幅度下降。随着国内疫情得到控制,市场逐步恢复,公司生产经营情况已恢复正常。后续公司将在做好疫情防控的前提下,积极采取多种措施保障生产经营有序开展。2、2020年1-3月,公司预计非经常性损益对净利润的影响金额约为95万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:873.94万元至1,165.25万元,同比上年下降:20%至40%。"
